Estimator,MSE,seconds,"dataset.kwargs[""dataset""]"
IPS,5.325651992919516e-06,0.010054349899291992,satimage
DM,0.0038233166772619754,0.030739307403564453,satimage
DR,5.197341338634937e-05,0.016620635986328125,satimage
\ensuremath{\tt OCV_{IPS}},5.325651992919516e-06,0.6021432876586914,satimage
\ensuremath{\tt OCV_{DR}},5.197341338634937e-05,0.8808822631835938,satimage
\textsc{Slope},5.197341338634937e-05,0.032235145568847656,satimage
\ensuremath{\tt PAS{\text -}IF},0.0038233166772619754,31.978621244430542,satimage
IPS,7.828034598209148e-05,0.0010035037994384766,vehicle
DM,0.005394056687564534,0.005652666091918945,vehicle
DR,4.732289242617345e-05,0.0016641616821289062,vehicle
\ensuremath{\tt OCV_{IPS}},7.828034598209148e-05,0.15525174140930176,vehicle
\ensuremath{\tt OCV_{DR}},7.828034598209148e-05,0.2874257564544678,vehicle
\textsc{Slope},4.732289242617345e-05,0.009728193283081055,vehicle
\ensuremath{\tt PAS{\text -}IF},0.005394056687564534,10.296032667160034,vehicle
IPS,7.780050294120289e-05,0.0006859302520751953,yeast
DM,0.000162192688451807,0.003386259078979492,yeast
DR,0.00019848963010612704,0.0011587142944335938,yeast
\ensuremath{\tt OCV_{IPS}},7.780050294120289e-05,0.16364145278930664,yeast
\ensuremath{\tt OCV_{DR}},7.780050294120289e-05,0.41228151321411133,yeast
\textsc{Slope},0.000162192688451807,0.015929460525512695,yeast
\ensuremath{\tt PAS{\text -}IF},7.780050294120289e-05,8.913753509521484,yeast
IPS,2.9901392775215175e-05,0.0008673667907714844,ecoli
DM,3.4372950753692865e-05,0.007241487503051758,ecoli
DR,1.6275408313648425e-05,0.0017235279083251953,ecoli
\ensuremath{\tt OCV_{IPS}},2.9901392775215175e-05,0.08495950698852539,ecoli
\ensuremath{\tt OCV_{DR}},2.9901392775215175e-05,0.1271800994873047,ecoli
\textsc{Slope},3.4372950753692865e-05,0.003508329391479492,ecoli
\ensuremath{\tt PAS{\text -}IF},2.9901392775215175e-05,5.790503263473511,ecoli
IPS,3.5857575038313672e-06,0.0003108978271484375,glass
DM,3.903747552706259e-05,0.002183198928833008,glass
DR,0.00010587198183376173,0.0005462169647216797,glass
\ensuremath{\tt OCV_{IPS}},3.5857575038313672e-06,0.05236363410949707,glass
\ensuremath{\tt OCV_{DR}},3.5857575038313672e-06,0.10349178314208984,glass
\textsc{Slope},3.903747552706259e-05,0.0028154850006103516,glass
\ensuremath{\tt PAS{\text -}IF},3.5857575038313672e-06,5.8430986404418945,glass
IPS,6.70888212284454e-08,0.044515132904052734,letter
DM,0.0011364844060032483,0.0734109878540039,letter
DR,8.49327534361436e-06,0.0515444278717041,letter
\ensuremath{\tt OCV_{IPS}},6.70888212284454e-08,2.173184871673584,letter
\ensuremath{\tt OCV_{DR}},8.49327534361436e-06,3.3159444332122803,letter
\textsc{Slope},8.49327534361436e-06,0.28997802734375,letter
\ensuremath{\tt PAS{\text -}IF},0.0011364844060032483,79.17053413391113,letter
IPS,4.4077313137679374e-09,0.005874156951904297,optdigits
DM,0.001930691335410466,0.11329936981201172,optdigits
DR,9.64458426847665e-05,0.04378795623779297,optdigits
\ensuremath{\tt OCV_{IPS}},4.4077313137679374e-09,1.417295217514038,optdigits
\ensuremath{\tt OCV_{DR}},4.4077313137679374e-09,2.296731472015381,optdigits
\textsc{Slope},4.4077313137679374e-09,0.06061577796936035,optdigits
\ensuremath{\tt PAS{\text -}IF},0.001930691335410466,14.050841569900513,optdigits
IPS,5.531919941855806e-09,0.0012326240539550781,page-blocks
DM,0.00041139898016400345,0.005539894104003906,page-blocks
DR,5.07255960612659e-06,0.003383159637451172,page-blocks
\ensuremath{\tt OCV_{IPS}},5.531919941855806e-09,0.2741103172302246,page-blocks
\ensuremath{\tt OCV_{DR}},5.531919941855806e-09,0.4747312068939209,page-blocks
\textsc{Slope},5.07255960612659e-06,0.0597071647644043,page-blocks
\ensuremath{\tt PAS{\text -}IF},0.00041139898016400345,19.26989436149597,page-blocks
IPS,3.1344887994830645e-06,0.017446041107177734,pendigits
DM,0.0032343237354900156,0.03702211380004883,pendigits
DR,6.135079726330102e-06,0.021613121032714844,pendigits
\ensuremath{\tt OCV_{IPS}},3.1344887994830645e-06,1.0819766521453857,pendigits
\ensuremath{\tt OCV_{DR}},3.1344887994830645e-06,1.7739732265472412,pendigits
\textsc{Slope},6.135079726330102e-06,0.11973071098327637,pendigits
\ensuremath{\tt PAS{\text -}IF},0.0032343237354900156,34.053711891174316,pendigits
IPS,7.044183827128069e-09,0.00873255729675293,satimage
DM,0.0042750628809555815,0.021300792694091797,satimage
DR,0.00014387085593569753,0.011315107345581055,satimage
\ensuremath{\tt OCV_{IPS}},7.044183827128069e-09,0.597653865814209,satimage
\ensuremath{\tt OCV_{DR}},0.00014387085593569753,0.9153757095336914,satimage
\textsc{Slope},7.044183827128069e-09,0.04276084899902344,satimage
\ensuremath{\tt PAS{\text -}IF},0.0042750628809555815,30.887904167175293,satimage
IPS,3.646153173423851e-06,0.0011050701141357422,vehicle
DM,0.0007694933960934339,0.006056070327758789,vehicle
DR,0.0005121885506479284,0.0018177032470703125,vehicle
\ensuremath{\tt OCV_{IPS}},3.646153173423851e-06,0.26599955558776855,vehicle
\ensuremath{\tt OCV_{DR}},3.646153173423851e-06,0.210052490234375,vehicle
\textsc{Slope},0.0005121885506479284,0.006350994110107422,vehicle
\ensuremath{\tt PAS{\text -}IF},0.0007694933960934339,4.500531435012817,vehicle
IPS,8.730065353747012e-06,0.0006570816040039062,yeast
DM,8.579837773821664e-06,0.004698753356933594,yeast
DR,1.6931276907739757e-06,0.0012176036834716797,yeast
\ensuremath{\tt OCV_{IPS}},8.730065353747012e-06,0.10648989677429199,yeast
\ensuremath{\tt OCV_{DR}},1.6931276907739757e-06,0.27930641174316406,yeast
\textsc{Slope},8.579837773821664e-06,0.0063610076904296875,yeast
\ensuremath{\tt PAS{\text -}IF},8.730065353747012e-06,8.32815170288086,yeast
IPS,6.840080281824695e-05,0.00033974647521972656,ecoli
DM,0.00025583095737698343,0.0020935535430908203,ecoli
DR,0.00018632484542926815,0.0005848407745361328,ecoli
\ensuremath{\tt OCV_{IPS}},6.840080281824695e-05,0.057387590408325195,ecoli
\ensuremath{\tt OCV_{DR}},6.840080281824695e-05,0.10434293746948242,ecoli
\textsc{Slope},0.00018632484542926815,0.0032579898834228516,ecoli
\ensuremath{\tt PAS{\text -}IF},6.840080281824695e-05,6.598662853240967,ecoli
IPS,0.0009987275754322707,0.00037479400634765625,glass
DM,0.08531504790507871,0.003510713577270508,glass
DR,0.0813668391254716,0.0006816387176513672,glass
\ensuremath{\tt OCV_{IPS}},0.0009987275754322707,0.07809853553771973,glass
\ensuremath{\tt OCV_{DR}},0.0009987275754322707,0.1608445644378662,glass
\textsc{Slope},0.0009987275754322707,0.0025827884674072266,glass
\ensuremath{\tt PAS{\text -}IF},0.08531504790507871,5.20085334777832,glass
IPS,5.968058111907908e-07,0.03040170669555664,letter
DM,0.0010646178672351818,0.04847288131713867,letter
DR,1.8557154535868527e-06,0.0307004451751709,letter
\ensuremath{\tt OCV_{IPS}},5.968058111907908e-07,2.85097074508667,letter
\ensuremath{\tt OCV_{DR}},5.968058111907908e-07,4.8610968589782715,letter
\textsc{Slope},1.8557154535868527e-06,0.44255971908569336,letter
\ensuremath{\tt PAS{\text -}IF},0.0010646178672351818,69.90113949775696,letter
IPS,1.5555646730541051e-06,0.00570368766784668,optdigits
DM,0.000980156721200279,0.07824301719665527,optdigits
DR,4.2833412594376695e-06,0.016799449920654297,optdigits
\ensuremath{\tt OCV_{IPS}},1.5555646730541051e-06,1.3743908405303955,optdigits
\ensuremath{\tt OCV_{DR}},1.5555646730541051e-06,2.422175407409668,optdigits
\textsc{Slope},4.2833412594376695e-06,0.0853116512298584,optdigits
\ensuremath{\tt PAS{\text -}IF},0.000980156721200279,13.28145694732666,optdigits
IPS,2.767440769811016e-06,0.0012247562408447266,page-blocks
DM,0.0003772401566540158,0.00701141357421875,page-blocks
DR,1.9556272022161344e-05,0.004685640335083008,page-blocks
