Estimator,MSE,seconds,"estimators[0].tuning.kwargs[""K""]"
\ensuremath{\tt OCV_{DR}},0.013304782580851434,0.05655217170715332,2
\ensuremath{\tt OCV_{DR}},0.0291300408026536,0.07065939903259277,3
\ensuremath{\tt OCV_{DR}},0.005340326334032205,0.09089469909667969,5
\ensuremath{\tt OCV_{DR}},0.00044190980045028606,0.16450166702270508,7
\ensuremath{\tt OCV_{DR}},0.00048410293559034704,0.21305012702941895,10
\ensuremath{\tt OCV_{DR}},0.005340326334032205,0.37019991874694824,20
\ensuremath{\tt OCV_{DR}},0.00114371314272467,1.118534803390503,50
\ensuremath{\tt OCV_{DR}},0.005340326334032205,1.6881086826324463,100
\ensuremath{\tt OCV_{DR}},0.005340326334032205,4.034791707992554,200
\ensuremath{\tt OCV_{DR}},0.0031669761324344507,9.118773698806763,500
\ensuremath{\tt OCV_{DR}},0.00015735230351239667,19.80693793296814,1000
\ensuremath{\tt OCV_{DR}},0.004055121657798335,0.08309674263000488,2
\ensuremath{\tt OCV_{DR}},0.0006890752923502187,0.10459637641906738,3
\ensuremath{\tt OCV_{DR}},0.0020602611891800304,0.21754717826843262,5
\ensuremath{\tt OCV_{DR}},8.330435082712876e-05,0.26493263244628906,7
\ensuremath{\tt OCV_{DR}},0.0020602611891800304,0.41750073432922363,10
\ensuremath{\tt OCV_{DR}},0.0020602611891800304,0.6179413795471191,20
\ensuremath{\tt OCV_{DR}},0.0020602611891800304,1.8897676467895508,50
\ensuremath{\tt OCV_{DR}},0.0022217350349366,3.938716173171997,100
\ensuremath{\tt OCV_{DR}},0.0007161967717912979,5.4618401527404785,200
\ensuremath{\tt OCV_{DR}},0.0003738309290941013,12.81354832649231,500
\ensuremath{\tt OCV_{DR}},0.0014654693429997205,35.11168599128723,1000
\ensuremath{\tt OCV_{DR}},0.005384131747537246,0.05535626411437988,2
\ensuremath{\tt OCV_{DR}},0.007750620129552057,0.1168515682220459,3
\ensuremath{\tt OCV_{DR}},0.0002054843762339437,0.11506438255310059,5
\ensuremath{\tt OCV_{DR}},0.011430523205350544,0.24404525756835938,7
\ensuremath{\tt OCV_{DR}},5.050634329839017e-05,0.2764763832092285,10
\ensuremath{\tt OCV_{DR}},0.0017602192201344967,0.8198537826538086,20
\ensuremath{\tt OCV_{DR}},0.0010510289382304314,1.9293582439422607,50
\ensuremath{\tt OCV_{DR}},0.0031710632786517653,3.477447986602783,100
\ensuremath{\tt OCV_{DR}},0.0006055097937792637,12.909608840942383,200
\ensuremath{\tt OCV_{DR}},0.004268512316882673,30.42862343788147,500
\ensuremath{\tt OCV_{DR}},0.0017250192415850906,65.06245183944702,1000
\ensuremath{\tt OCV_{DR}},0.01415654417167057,0.12171030044555664,2
\ensuremath{\tt OCV_{DR}},0.01415654417167057,0.27895307540893555,3
\ensuremath{\tt OCV_{DR}},0.01415654417167057,0.2884678840637207,5
\ensuremath{\tt OCV_{DR}},0.002403958952359536,0.45705151557922363,7
\ensuremath{\tt OCV_{DR}},0.002346406853093198,34.18508577346802,10
\ensuremath{\tt OCV_{DR}},0.012762462221104645,1.1217212677001953,20
\ensuremath{\tt OCV_{DR}},0.00039864860094736265,1.3688974380493164,50
\ensuremath{\tt OCV_{DR}},0.0009424644042668562,2.277254343032837,100
\ensuremath{\tt OCV_{DR}},0.004381997146002883,3.624767541885376,200
\ensuremath{\tt OCV_{DR}},1.2238851936388507e-06,8.846599817276001,500
\ensuremath{\tt OCV_{DR}},0.003334402978087217,16.316062211990356,1000
\ensuremath{\tt OCV_{DR}},0.00011888776078784723,0.040236711502075195,2
\ensuremath{\tt OCV_{DR}},0.024126347901074954,0.06712055206298828,3
\ensuremath{\tt OCV_{DR}},5.546904719083961e-05,0.08523774147033691,5
\ensuremath{\tt OCV_{DR}},5.546904719083961e-05,0.11367559432983398,7
\ensuremath{\tt OCV_{DR}},5.546904719083961e-05,0.16244268417358398,10
\ensuremath{\tt OCV_{DR}},0.002363229857561492,0.40277600288391113,20
\ensuremath{\tt OCV_{DR}},0.0011220993018470477,0.778064489364624,50
\ensuremath{\tt OCV_{DR}},0.0006635333432016444,1.522388219833374,100
\ensuremath{\tt OCV_{DR}},0.05925429772140972,2.9824864864349365,200
\ensuremath{\tt OCV_{DR}},0.00381995722272559,8.273384809494019,500
\ensuremath{\tt OCV_{DR}},0.002205781391823587,15.749538660049438,1000
\ensuremath{\tt OCV_{DR}},0.0072935822267136486,0.03678727149963379,2
\ensuremath{\tt OCV_{DR}},0.0011320611436057683,0.05068254470825195,3
\ensuremath{\tt OCV_{DR}},0.004388614848213486,0.11788702011108398,5
\ensuremath{\tt OCV_{DR}},0.0028970375332632624,0.11012148857116699,7
\ensuremath{\tt OCV_{DR}},4.679393875685913e-05,0.15311694145202637,10
\ensuremath{\tt OCV_{DR}},0.0025009265768559485,0.5036928653717041,20
\ensuremath{\tt OCV_{DR}},0.001406607178121728,1.1011736392974854,50
\ensuremath{\tt OCV_{DR}},0.0016080206532664285,1.5964195728302002,100
\ensuremath{\tt OCV_{DR}},0.001629304813896037,5.946829319000244,200
\ensuremath{\tt OCV_{DR}},0.006947743075767374,31.50504422187805,500
\ensuremath{\tt OCV_{DR}},0.0008027546639928388,30.30023503303528,1000
\ensuremath{\tt OCV_{DR}},0.019276638525615477,0.05868363380432129,2
\ensuremath{\tt OCV_{DR}},0.0010722502854582329,0.0936288833618164,3
\ensuremath{\tt OCV_{DR}},0.0014110330864228967,0.0860285758972168,5
\ensuremath{\tt OCV_{DR}},0.015738797346252942,0.18060827255249023,7
\ensuremath{\tt OCV_{DR}},0.006074129458985461,0.16663479804992676,10
\ensuremath{\tt OCV_{DR}},6.073483972245892e-05,0.47761011123657227,20
\ensuremath{\tt OCV_{DR}},6.073483972245892e-05,1.2243154048919678,50
\ensuremath{\tt OCV_{DR}},6.073483972245892e-05,1.9789555072784424,100
\ensuremath{\tt OCV_{DR}},0.0008272351912136946,5.05322790145874,200
\ensuremath{\tt OCV_{DR}},0.0014895434448123827,11.271389484405518,500
\ensuremath{\tt OCV_{DR}},0.0011790551353382725,20.302839517593384,1000
\ensuremath{\tt OCV_{DR}},0.018909116530574945,0.042063236236572266,2
\ensuremath{\tt OCV_{DR}},0.0033419224739550868,0.08669805526733398,3
\ensuremath{\tt OCV_{DR}},0.01265015996771524,0.178541898727417,5
\ensuremath{\tt OCV_{DR}},0.0011777310176456237,0.11291933059692383,7
\ensuremath{\tt OCV_{DR}},1.8819187502319704e-10,0.15086793899536133,10
\ensuremath{\tt OCV_{DR}},2.0690733539549683e-06,0.4676988124847412,20
\ensuremath{\tt OCV_{DR}},0.0011777310176456237,0.8832619190216064,50
\ensuremath{\tt OCV_{DR}},0.00012941869276148152,1.7794263362884521,100
\ensuremath{\tt OCV_{DR}},0.007803874424888373,2.9924025535583496,200
\ensuremath{\tt OCV_{DR}},0.0011777310176456237,11.599717140197754,500
\ensuremath{\tt OCV_{DR}},0.0017398527429995337,58.9834361076355,1000
\ensuremath{\tt OCV_{DR}},0.0016535037885235218,0.15064430236816406,2
\ensuremath{\tt OCV_{DR}},0.014805205897996963,0.6657774448394775,3
\ensuremath{\tt OCV_{DR}},0.00015033027371204034,0.0774080753326416,5
\ensuremath{\tt OCV_{DR}},0.031581374949447544,0.11439228057861328,7
\ensuremath{\tt OCV_{DR}},0.021533332099370712,0.24761533737182617,10
\ensuremath{\tt OCV_{DR}},0.0004953038267311637,0.3677637577056885,20
\ensuremath{\tt OCV_{DR}},0.000860767103151837,1.2894268035888672,50
\ensuremath{\tt OCV_{DR}},0.07584231916865046,2.667884588241577,100
\ensuremath{\tt OCV_{DR}},9.530841601960808e-05,3.7787282466888428,200
\ensuremath{\tt OCV_{DR}},0.0024506699859061006,11.929950952529907,500
\ensuremath{\tt OCV_{DR}},0.00046489841943229846,21.127960205078125,1000
\ensuremath{\tt OCV_{DR}},0.04564145987515794,0.07359719276428223,2
\ensuremath{\tt OCV_{DR}},0.0011635183506736508,0.060274600982666016,3
\ensuremath{\tt OCV_{DR}},0.0016128232863266432,0.09305834770202637,5
\ensuremath{\tt OCV_{DR}},0.2594304603698203,0.31339526176452637,7
\ensuremath{\tt OCV_{DR}},8.080500384490874e-06,0.24797606468200684,10
\ensuremath{\tt OCV_{DR}},0.0714547003295418,0.518491268157959,20
\ensuremath{\tt OCV_{DR}},0.0030691515206407276,1.440288782119751,50
\ensuremath{\tt OCV_{DR}},2.5872997801666514e-06,3.0829553604125977,100
\ensuremath{\tt OCV_{DR}},1.4800957006275201e-05,5.137034177780151,200
\ensuremath{\tt OCV_{DR}},0.001967166806263751,11.301732063293457,500
\ensuremath{\tt OCV_{DR}},0.009499913652976555,21.68610906600952,1000
\ensuremath{\tt OCV_{DR}},6.0464233854483285e-06,0.040608882904052734,2
\ensuremath{\tt OCV_{DR}},0.00040603772013046425,0.07595157623291016,3
\ensuremath{\tt OCV_{DR}},0.0003605866618925238,0.1713564395904541,5
\ensuremath{\tt OCV_{DR}},0.001042509937686778,0.12962031364440918,7
\ensuremath{\tt OCV_{DR}},0.0008607693806626649,0.4128594398498535,10
\ensuremath{\tt OCV_{DR}},0.00039204053642656356,0.36015820503234863,20
\ensuremath{\tt OCV_{DR}},0.002439129441573637,0.7726244926452637,50
\ensuremath{\tt OCV_{DR}},0.002219549149330659,1.7351460456848145,100
\ensuremath{\tt OCV_{DR}},0.00040603772013046425,3.9303524494171143,200
\ensuremath{\tt OCV_{DR}},0.0024713152330978613,8.194652318954468,500
\ensuremath{\tt OCV_{DR}},6.814508579772536e-09,18.993329524993896,1000
\ensuremath{\tt OCV_{DR}},0.001063492062831805,0.06847786903381348,2
\ensuremath{\tt OCV_{DR}},0.001063492062831805,0.08364343643188477,3
\ensuremath{\tt OCV_{DR}},0.007695714033254436,0.08172130584716797,5
\ensuremath{\tt OCV_{DR}},0.006058446768353003,0.11262297630310059,7
\ensuremath{\tt OCV_{DR}},0.005222948403828722,0.1392805576324463,10
\ensuremath{\tt OCV_{DR}},0.8740644510824866,0.5216670036315918,20
\ensuremath{\tt OCV_{DR}},0.3416528834974686,0.8185746669769287,50
\ensuremath{\tt OCV_{DR}},0.003428390613164961,1.4390075206756592,100
\ensuremath{\tt OCV_{DR}},0.005189821122201776,4.208022117614746,200
\ensuremath{\tt OCV_{DR}},0.0023773459474420566,9.09998345375061,500
\ensuremath{\tt OCV_{DR}},0.000771404693450758,20.26592469215393,1000
\ensuremath{\tt OCV_{DR}},0.0019011873263514434,0.047542572021484375,2
\ensuremath{\tt OCV_{DR}},0.0019011873263514434,0.15287113189697266,3
\ensuremath{\tt OCV_{DR}},0.0019011873263514434,0.13738703727722168,5
\ensuremath{\tt OCV_{DR}},0.0019011873263514434,0.48531246185302734,7
\ensuremath{\tt OCV_{DR}},0.0019011873263514434,0.3279271125793457,10
\ensuremath{\tt OCV_{DR}},7.043245963153698e-05,0.5168905258178711,20
\ensuremath{\tt OCV_{DR}},1.2804182806947587e-06,1.0272111892700195,50
\ensuremath{\tt OCV_{DR}},0.0002894738529766743,1.5485098361968994,100
\ensuremath{\tt OCV_{DR}},0.0019011873263514434,3.025158166885376,200
\ensuremath{\tt OCV_{DR}},0.00016929842705049077,9.047572612762451,500
\ensuremath{\tt OCV_{DR}},0.0008038085084871239,21.12632966041565,1000
\ensuremath{\tt OCV_{DR}},0.000620322585532242,0.033967018127441406,2
\ensuremath{\tt OCV_{DR}},0.003590047130266263,0.0483551025390625,3
\ensuremath{\tt OCV_{DR}},0.002391273061673112,0.07186770439147949,5
\ensuremath{\tt OCV_{DR}},0.007959518050735472,0.09270429611206055,7
\ensuremath{\tt OCV_{DR}},0.009964771414532995,0.30203700065612793,10
\ensuremath{\tt OCV_{DR}},0.001241316065547306,0.3307795524597168,20
\ensuremath{\tt OCV_{DR}},0.0031253931841040846,0.8443689346313477,50
\ensuremath{\tt OCV_{DR}},0.007118682627572177,2.429685354232788,100
\ensuremath{\tt OCV_{DR}},0.005715064792588315,4.701689720153809,200
\ensuremath{\tt OCV_{DR}},0.011074506663695645,8.415533304214478,500
\ensuremath{\tt OCV_{DR}},0.004018007551066594,16.68580675125122,1000
\ensuremath{\tt OCV_{DR}},0.29660667681190844,0.05037569999694824,2
\ensuremath{\tt OCV_{DR}},0.038571698287374424,0.054155588150024414,3
\ensuremath{\tt OCV_{DR}},0.005776920240905554,0.10301852226257324,5
\ensuremath{\tt OCV_{DR}},0.003816170187463974,0.12587714195251465,7
\ensuremath{\tt OCV_{DR}},0.0036116038861233393,0.17137408256530762,10
\ensuremath{\tt OCV_{DR}},0.012525796205167803,0.3832094669342041,20
\ensuremath{\tt OCV_{DR}},0.006894609484567915,0.8837335109710693,50
\ensuremath{\tt OCV_{DR}},7.655083068894532e-06,1.7373218536376953,100
\ensuremath{\tt OCV_{DR}},0.002744960087872717,3.153970956802368,200
\ensuremath{\tt OCV_{DR}},0.002744960087872717,9.508744239807129,500
\ensuremath{\tt OCV_{DR}},0.004626446278582975,18.917452573776245,1000
\ensuremath{\tt OCV_{DR}},0.0015433172228930111,0.050074100494384766,2
\ensuremath{\tt OCV_{DR}},0.010841478546837445,0.07530617713928223,3
\ensuremath{\tt OCV_{DR}},0.0002152617170167426,0.0986325740814209,5
\ensuremath{\tt OCV_{DR}},1.5971960829719687,0.13294625282287598,7
\ensuremath{\tt OCV_{DR}},0.0008479924197072222,0.1866469383239746,10
\ensuremath{\tt OCV_{DR}},0.0030835844030466597,0.4301416873931885,20
\ensuremath{\tt OCV_{DR}},8.63953815262222e-05,1.1837146282196045,50
\ensuremath{\tt OCV_{DR}},0.000405992585878569,1.9621162414550781,100
\ensuremath{\tt OCV_{DR}},0.0004702251919904663,3.7227988243103027,200
\ensuremath{\tt OCV_{DR}},8.079378387815244e-06,9.243775606155396,500
\ensuremath{\tt OCV_{DR}},0.0003059452544951086,28.841007947921753,1000
\ensuremath{\tt OCV_{DR}},0.010928333409791973,0.09209227561950684,2
\ensuremath{\tt OCV_{DR}},0.0003646932927655378,0.10936665534973145,3
\ensuremath{\tt OCV_{DR}},0.00018469221078663,0.2130417823791504,5
\ensuremath{\tt OCV_{DR}},0.00030717591936195817,0.22479963302612305,7
\ensuremath{\tt OCV_{DR}},0.002193742928214883,0.25309205055236816,10
\ensuremath{\tt OCV_{DR}},7.0138833370117084e-06,0.6829094886779785,20
\ensuremath{\tt OCV_{DR}},0.0002747597608868924,1.208510160446167,50
\ensuremath{\tt OCV_{DR}},3.430959407704759e-05,2.413710117340088,100
\ensuremath{\tt OCV_{DR}},6.59225594818847e-06,3.3897624015808105,200
\ensuremath{\tt OCV_{DR}},2.729881105694274e-05,8.837608575820923,500
\ensuremath{\tt OCV_{DR}},0.00030717591936195817,17.09718370437622,1000
\ensuremath{\tt OCV_{DR}},0.03185157291677319,0.03856158256530762,2
\ensuremath{\tt OCV_{DR}},0.0001533704192517288,0.1302478313446045,3
\ensuremath{\tt OCV_{DR}},0.000868100379881573,0.10842585563659668,5
\ensuremath{\tt OCV_{DR}},0.007995010251256311,0.1465749740600586,7
\ensuremath{\tt OCV_{DR}},0.00018144352376853017,0.19603252410888672,10
\ensuremath{\tt OCV_{DR}},0.00012627192744892068,0.3775486946105957,20
\ensuremath{\tt OCV_{DR}},0.05299862701903111,0.9239046573638916,50
\ensuremath{\tt OCV_{DR}},0.00044200831779505245,2.0449304580688477,100
\ensuremath{\tt OCV_{DR}},0.04733904263363792,3.2405447959899902,200
\ensuremath{\tt OCV_{DR}},0.36880367955244386,8.552458763122559,500
\ensuremath{\tt OCV_{DR}},0.00031959217230236877,19.89466118812561,1000
\ensuremath{\tt OCV_{DR}},0.0069189326112934,0.04955315589904785,2
\ensuremath{\tt OCV_{DR}},0.022719331966716504,0.07092094421386719,3
\ensuremath{\tt OCV_{DR}},0.00037121664638130477,0.12374234199523926,5
\ensuremath{\tt OCV_{DR}},1.942067910273065e-06,0.1363382339477539,7
\ensuremath{\tt OCV_{DR}},4.4403501766561983e-05,0.19089174270629883,10
\ensuremath{\tt OCV_{DR}},0.004226908591870941,0.3381199836730957,20
\ensuremath{\tt OCV_{DR}},0.00011938548818457113,0.8771212100982666,50
\ensuremath{\tt OCV_{DR}},0.0009210487259573535,1.6978950500488281,100
\ensuremath{\tt OCV_{DR}},0.00043516936805660533,3.5997753143310547,200
\ensuremath{\tt OCV_{DR}},0.004064346021997043,8.250277519226074,500
\ensuremath{\tt OCV_{DR}},0.012486079745900679,19.048145532608032,1000
\ensuremath{\tt OCV_{DR}},0.000463837109309008,0.13072776794433594,2
\ensuremath{\tt OCV_{DR}},0.000463837109309008,0.16062211990356445,3
\ensuremath{\tt OCV_{DR}},0.0040892083838738975,0.15805435180664062,5
