Estimator,MSE,seconds,"dataset.kwargs[""dataset""]"
DM,8.662038015075286e-05,0.00899958610534668,ecoli
DR,0.0007816927399254606,0.003000497817993164,ecoli
\ensuremath{\tt OCV_{DM}},0.0007816927399254606,0.3620004653930664,ecoli
IPS,0.08519108311443709,0.0010006427764892578,glass
DM,0.006703722024585435,0.01200723648071289,glass
DR,0.01962425521434494,0.003999233245849609,glass
\ensuremath{\tt OCV_{DM}},0.006703722024585435,0.453981876373291,glass
IPS,0.0003253098311893692,0.04400372505187988,letter
DM,0.15223036083519004,0.12199997901916504,letter
DR,0.0007941847313657679,0.09199976921081543,letter
\ensuremath{\tt OCV_{DM}},0.15223036083519004,3.9241933822631836,letter
IPS,0.0031081520996553264,0.008993148803710938,optdigits
DM,0.020138735035567287,0.05999588966369629,optdigits
DR,0.0005666346195114995,0.03399395942687988,optdigits
\ensuremath{\tt OCV_{DM}},0.020138735035567287,1.6693334579467773,optdigits
IPS,0.00011252422539654284,0.003998279571533203,page-blocks
DM,0.0008574152227498417,0.018002986907958984,page-blocks
DR,2.998938073006381e-05,0.009003639221191406,page-blocks
\ensuremath{\tt OCV_{DM}},0.0008574152227498417,0.6745374202728271,page-blocks
IPS,0.001332049305492288,0.012002229690551758,pendigits
DM,0.04881824728957755,0.03600287437438965,pendigits
